,Tamil Words
4861,குலத்துக்க
4862,செயல்களினால
4863,இப்படித
4864,படைகளைப
4865,ஆண்டுதான
4866,விரும்புகிறாராம
4867,மோதுவத
4868,பன்மடங்க
4869,கூப்பிட்ட
4870,சம்புவரையரின
4871,அஞ்சமாட்டேன
4872,வழிச
4873,தருவித்தாய
4874,குதித்தார்கள
4875,ஆள்வத
4876,பெருங்கூட்டமாக
4877,சமய
4878,பிதுங்க
4879,இவற்றையெல்லாம
4880,சோழருக்குத்தான
4881,சங்கேத
4882,கொண்டதாகத
4883,சீடன
4884,நிறத்தைப
4885,பல்லவரும
4886,மரியாதையுடன
4887,தீர்ந்தத
4888,பழையாறையிலிருந்துதான
4889,நெற்றியின
4890,நாராயண
4891,இயற்றியிருக்கிறார்கள
4892,குரங்க
4893,கொண்டோம
4894,கதியைப
4895,துயில
4896,உருவாக
4897,பறித்த
4898,சாலைதான
4899,தருகிற
4900,கடோத்கஜனையும
4901,சிக்க
4902,கொண்டாள
4903,ஏலேல
4904,கதைகளில
4905,வேற்றும
4906,எடுக்கக
4907,அமைத்திருந்தார்கள
4908,வேண்டுமட
4909,இப்போதுகூடச
4910,சரியாயிருந்தால
4911,பரதநாட்டிய
4912,மயிலைப
4913,தரித்திருந்தார்கள
4914,கூடுகிறத
4915,முகபாவத்துடன
4916,கொள்வேன
4917,தோற்றத்துடன
4918,போர்த
4919,ஆழமற்ற
4920,நடுக்கத்த
4921,மாதரசிக்குச
4922,பிடிக்கப
4923,பல்கிப
4924,மந்திரியும
4925,எதனால
4926,வெட்டரிவாள
4927,நிகழ்ச்சிக்குப
4928,துரோபத
4929,அதிருப்திக்க
4930,படிகளின
4931,கோபத்தைக
4932,பராசக்தியின
4933,தந்தைக்க
4934,தமிழகத்திலுள்ள
4935,ஞாபகமாகவ
4936,கன்னியர
4937,கரிகாலருக்குப
4938,தோல்வியும
4939,துர்க்காதேவியின
4940,யோசன
4941,கைப்பிடிக்கும
4942,ரதத்தைத
4943,பின்புற
4944,தடியைச
4945,நின்றேன
4946,கிறுகிறுக்க
4947,புறப்பட்ட
4948,ராத்திரிகூட
4949,ஆரம்பித்தான
4950,அவசியமாயிற்ற
4951,தோறும
4952,இயற்கைதான்பழையாற
4953,சிவஞான
4954,நுழைந்தபோத
4955,செய்தவர்கள
4956,முன்னிலையில
4957,இசைக்கும
4958,வேஷக்காரர்களின
4959,விருந்துக்க
4960,ஆட்சேபம
4961,இருப்பான
4962,மதமும
4963,உங்களுக்க
4964,வெளியில
4965,கங்க
4966,அரிஞ்சயனும
4967,காய்ச்சும
4968,செய்வான
4969,பெரியபிராட்ட
4970,தூண்களில
4971,பொருந்தும
4972,நிச்சயமாகக
4973,அத்தகையவளிடம
4974,படகுக்காரன
4975,வியப்பாயிருக்கிறத
4976,வீசம
4977,ஒருவனுக்குள்ள
4978,குறுந்தடிய
4979,கரக்கம்பம
4980,சௌகரியமாயிருக்கும
4981,தங்களுக்குள
4982,சாந்த
4983,மிக்கவர்களாகிச
4984,மூழ்கியிருந்த
4985,அழுத்திப
4986,அழைக்கிறோம
4987,தடவையும
4988,திருவாய
4989,பேசுவதற்குச
4990,விழுங்கப
4991,விடுகிறோம
4992,வீசுகிறத
4993,மின்னலைப
4994,பொறுமையாயிருக்கும்பட
4995,இதழ்களைப
4996,கொடுப்பதற்குத்தான
4997,உலகத்திலிருந்த
4998,மேனகைய
4999,சைவர்களும
5000,சிரிக்கிறீர்கள
5001,நிறைவேறும
5002,முதுமையினால
5003,பின்னோட
5004,கனவில
5005,செய்திருப்பார்கள
5006,மனோரதமும
5007,உத்தியான
5008,வெண்சிறகுகள
5009,எரிந்த
5010,பயங்கரக
5011,சந்தேகமும
5012,அழகிய
5013,கைகளால
5014,மாட்டோம
5015,திருவையாற்ற
5016,திருகாணியைத
5017,பௌர்ணமிக்க
5018,புரக்கும
5019,செய்யாத
5020,தடுக்கவ
5021,வைத்திருப்பதைக
5022,வழக்கம
5023,ஓடுவதில்லையென்றும
5024,விட்டத
5025,பொய்கள
5026,ஆட்சிக
5027,சொல்வதைக
5028,எப்போத
5029,வந்தவர்களுங்கூடச
5030,கட்டியதுண்ட
5031,கண்டுபிடித்துப
5032,பழுவேட்டரையர்களுக்குப
5033,இன்னின்னார
5034,ஏக
5035,பிட்டுக்க
5036,கன்னர
5037,தாங்கியதுண்ட
5038,தந்தாள
5039,அதற்குள்ளிருந்த
5040,அகப்பட்ட
5041,உத்தேசம
5042,அதற்காகவென்ற
5043,காணப்பட்டன
5044,ரதத்திலிருந்த
5045,காவலன
5046,தெரியப்படுத்துங்கள
5047,கிழவர
5048,பட்டமகிஷ
5049,அப்பப்ப
5050,பூம்புகார
5051,கர்ஜித்தார்கள
5052,வைக்கவில்லைய
5053,உறுதியுடன
5054,கட்டிலுக்க
5055,பார்க்கத
5056,புத்திசாலிகள
5057,இழிவான
5058,விஷயத்தைக
5059,தள்ள
5060,வர்ணிக்க
5061,சண்டையாகப
5062,படபட
5063,திருமுகத்தைக
5064,இமய
5065,இப்பதவிய
5066,விசாரித்ததில
5067,கூட்டத்திலிருந்த
5068,எல்ல
5069,சாத்தலாம
5070,பரவும
5071,மாளிகைகளில
5072,விழுந்திருந்தான
5073,பத்துக்கள
5074,திண்டாடிக
5075,தத்தளித்தார
5076,பாக்கியத்துக்காகத
5077,முக்கியமான
5078,அதிசய
5079,கோழியைப
5080,தூண்டியத
5081,திருமலைக்காகப
5082,ஆரவாரத
5083,மென்மைக்கும
5084,பேரையும
5085,அவனுக்கும
5086,அரசகுமாரன
5087,ஜோதிடத்திலேய
5088,கவராமல
5089,திடுதிப்பென்ற
5090,சிரிப்புக்குப
5091,மனக்கலக்கம
5092,பெண்மணிகளும
5093,மழபாடிக்காரர
5094,அடிப்பக்கத்திலும
5095,நிறுத்த
5096,ஜாடையாயிருக்கிறதுஅப்படியும
5097,விநாடிப
5098,சேச்ச
5099,காட்சியையும
5100,நதிகளிலெல்லாம
5101,கொண்டிருந்தன
5102,நல்லவேளையில
5103,பெற்றிருப்பதில
5104,மனோகரமான
5105,கடைவீதியின
5106,புத்தியைக
5107,திருக்குமாரர்களுக்க
5108,கருணைத
5109,வியப்பில்லையல்லவ
5110,சௌந்தரிய
5111,மலைக்குக
5112,நியாயமாக
5113,சொல்லியனுப்பினார
5114,இல்லாமற
5115,இனிமையில
5116,வெளியாகிவிடும
5117,குறித்துத
5118,அபிமானம
5119,பரவ
5120,திட்டாகக
5121,கும்பலாகவும
5122,நகரைச
5123,திணறச
5124,காரணமாயிற்ற
5125,புகழ்வதுமுண்ட
5126,வந்தாக
5127,ஆனந்த
5128,ஒன்பத
5129,நிறைவேறியிருந்தாலும
5130,பாதைக்க
5131,எலியைப
5132,சோழத
5133,இரண்டாவத
5134,இஷ்டம
5135,வார்த்தைகளினால
5136,கன்யாகுமரியிலிருந்த
5137,பௌருஷத்திலேத்தான
5138,கரணம
5139,வைத்துவிட்ட
5140,உட்புகுந்த
5141,ஆசைகளும
5142,நாடுகளின
5143,என்பதில்ல
5144,வைஷம்யம
5145,காயங்களுக்குச
5146,நமக்கென்னத்துக்க
5147,இருதயத
5148,போரிடும
5149,கனியச
5150,முடியுமானால
5151,செவிகளில
5152,என்னவ
5153,வானதிக்குத
5154,சூழ்திருக
5155,மாறான
5156,குருடாகப
5157,இவ்வளவும
5158,தளர்ந்த
5159,சுழிகளுடன
5160,சொன்னதுதான
5161,கோபுர
5162,மீனலோசன
5163,வரவேற்பாள
5164,உடைக்கப
5165,வரப்போகிறான
5166,தீரச
5167,சிறுவர
5168,குதூகலத்துடன
5169,பதினெட்டுப
5170,ஏறியிருந்த
5171,அவர்களும
5172,விட்டால
5173,அவசரமாய்ப
5174,ஒருவரும
5175,மண்டலச
5176,எவனுக்காகவ
5177,மூக்கிலிருந்த
5178,வாயாரக
5179,தோன்றவில்ல
5180,சிரித்தார்களாம
5181,கடுகடுத்த
5182,வீரப
5183,முடியாதபட
5184,பலதேவன
5185,கொடுவாளைச
5186,கூட்டங்கூட
5187,வெற்றிய
5188,கொண்டத
5189,விசாரிப்பத
5190,உடையவன
5191,பூலோகம
5192,அடைகிறோம
5193,என்னையறியாமல
5194,சாமந்தர்களும
5195,திருக்குமார
5196,விழாமல
5197,திரும்பக
5198,வலிய
5199,ஒப்புவிக்க
5200,வீற்றிர
5201,ஆலோசன
5202,புளிய
5203,வீரநாராயணப
5204,இருக்குமாம
5205,இவர
5206,உபசாரமாக
5207,சிரித்த
5208,பொல்லாததுதான
5209,கோரிக்கையைச
5210,பேதலிக்கும்பட
5211,இலங்கைக்குச
5212,நாளைக
5213,தங்கினால
5214,தெரிகிறதாக
5215,தேடப
5216,வைத்திருப்பான
5217,இரகசியத்தைச
5218,எவர
5219,முரட்ட
5220,மெய
5221,மிக்கவர்கள்தான
5222,கடந்தாகிவிட்டத
5223,புரிந்தபோதிலும
5224,அடுத்தபடியாகக
5225,வரப
5226,எவ்விடத்துக்க
5227,அடைந்ததில்ல
5228,வீணையுடன
5229,களங்கம
5230,மோதிரத்துடன
5231,சோறும
5232,சிகரங்களும
5233,விட்டிருந்த
5234,உதித்தத
5235,மேலேய
5236,சிந்த
5237,எண்ணுவதற்க
5238,வந்தனைய
5239,சீக்கிரமாகவ
5240,காப்பாற்றுவதற்க
5241,தொடங்குவதற்க
5242,அவரவர்களுக்க
5243,பார்க்கிறேன
5244,யமனுடன
5245,தெரியத
5246,ஏர்க்கொழ
5247,அலைப்புரண்ட
5248,போர்க்களத்தின
5249,நாளடைவில
5250,தாண்டல
5251,சாவேன
5252,மகான்களும
5253,ஈசுவர
5254,கிளம்புவத
5255,போர்க
5256,குங்குமம
5257,திருக
5258,அதிவிரைவில
5259,வந்திருந்ததுஅடர்ந்த
5260,கொள்ளத
5261,திகைக்க
5262,கலவரமும
5263,உரத்த
5264,இல்பொருள
5265,பின்னரும
5266,அனுபவத்த
5267,துகிரும
5268,அனுராதபுரத்தைப
5269,கட்சிக்குப
5270,படுக்க
5271,ஓலைகளில
5272,நாடுகளிலிருந்த
5273,குடிகொண்டிருந்த
5274,வீரபாண்டியனுக்க
5275,மணியும
5276,குதூகல
5277,பார்த்தேயாக
5278,சுழலிலிருந்த
5279,பொருத்தமில்ல
5280,ஒன்றுமேயில்ல
5281,தமிழ்நாட்டின
5282,குலத்தினராயிருக்க
5283,மங்கலாகத
5284,என்பதால
5285,ஆரம்பித்திருக்கிறார்கள
5286,அப்படியிருந்தால
5287,வீரருடன
5288,காவலர்களில
5289,சாத்தனாரைத
5290,மந்திரத
5291,கருதியிராவிட்டால
5292,கவலைப்படக
5293,ஆட்சேபித்தால
5294,கிடக்கும
5295,கோலாகலத்தில
5296,சிவபெருமான
5297,கோலாகலமான
5298,ராதையையும
5299,சிவந்திருந்தன
5300,சுந்தரம
5301,வாழையட
5302,சாகட்டும
5303,கிளைகளுக்க
5304,தாண்டுவத
5305,பாதிப
5306,சம்வாதம
5307,விளங்கவில்லைதான
5308,சரமாரியாய்ப
5309,தலையிட்டுக
5310,தெரியாதுதான
5311,படையைத
5312,செய்யாமல
5313,விஷ்ண
5314,வீரபாண்டியனைச
5315,பாடினிகள
5316,ஏறியதிலிருந்த
5317,வாழ்க்க
5318,காத்திருக்கவும
5319,பொய்யர்கள
5320,முயற்சிக்க
5321,கம்மென்ற
5322,நன்றாய்ச
5323,எட்டெழுத்துத
5324,போகலாம
5325,வாசித்தார்கள
5326,வேளக்காரன
5327,பிடியாமல
5328,இறங்குவதுதான
5329,மாநகரில
5330,விரலால
5331,தசகண்ட
5332,கண
5333,யோக
5334,பாக்கியவதியாகப
5335,மேக
5336,அனுப்பினார்கள
5337,பள்ளிப்பட
5338,வேண்டியதாயிற்ற
5339,கேள்விப்படுகிறோம
5340,பெயரிட்டார்கள
5341,வைக்கப்பட்டிருப்பதினாலேதான
5342,வேடிக்கையாகப
5343,கருத்தைத
5344,கலியாணத்துக்குப
5345,சுந்தர்கள
5346,கொடுத்தனுப்பினார
5347,எப்படிச
5348,மதிலைச
5349,நில்லாமல
5350,முனிவர்களின
5351,கெட்டிக்காரர
5352,நோக்கினார
5353,கொள்வதைக
5354,கரையோரமாகக
5355,உண்மைப
5356,பயனில்லாமல
5357,குமர
5358,மாமல்லபுரம
5359,இழைத்த
5360,ஆனந்தமாய்க
5361,ஞாபகத்தில
5362,சீடனைப
5363,ஞாபகப்படுத்த
5364,இருக்கத்தான
5365,நாட்டியிருக்கிறார்கள
5366,கவலையேயில்ல
5367,இருபத
5368,கொய்யுங்கள
5369,ஏதேனும
5370,மட்டுமரியாதையுடன
5371,அத்வைதிகளும
5372,நடந்ததையெல்லாம
5373,அறிந்தோம
5374,அழுத்திக்கொண்டிருக்கிறத
5375,காவ
5376,தெரியக்கூடாத
5377,தாக்குதலில
5378,பொக்கிஷத்த
5379,குளறினாள
5380,விளங்கிய
5381,வடமேற்றளிக
5382,ஊகத்தினாலும
5383,சோகம
5384,கொழுவென்ற
5385,கல்யாண
5386,பின்னாலேய
5387,ஆயத்தமும
5388,பேச்சைக
5389,வெல்லம
5390,தொண்டுகள
5391,அகலமும
5392,கடம்பூரில
5393,திர
5394,சாமுத்திரிக
5395,சகோதரர்களும
5396,பழையாறையில
5397,காலந்தான
5398,அங்கிருந்துதான
5399,குறுக்கிட்டாலும
5400,ரத்தினங்களையும
5401,உடம்போட
5402,எடுத்தான
5403,காணப்போகிறான
5404,இருக்கவில்ல
5405,தலைக்குத
5406,அன்னைக்குப
5407,நிமிஷத்துக்க
5408,ஒலியுடன
5409,அமர்ந்திருந்த
5410,ஆள்கள
5411,இதைப
5412,பற
5413,நடனமாடும
5414,மடுவாக
5415,அரசர
5416,நடுநடுங்கினான
5417,பெண்மணியிடம
5418,முனைக்க
5419,படைகளும
5420,தோட்டத்திலிருந்த
5421,சிந்தனையில
5422,மரக்கிளைகளில
5423,வருகிறவன
5424,ஆறாத
5425,முயன்றாய
5426,துருவ
5427,வணங்குகிறான
5428,சுழலில
5429,கேட்கச
5430,வாசல்களில
5431,தைலத்த
5432,காவேரிக்குத
5433,நிர்வாகத்தைச
5434,படுத்திருக்கிறான
5435,செல்வதற்க
5436,வலித்திராவிட்டால
5437,தலைவராக்காமல
5438,பராமரிப்பத
5439,காலமும
5440,மாதங்களில
5441,படுத்திருந்த
5442,பராபரியாக
5443,முன்னைக
5444,கொடுத்தாவத
5445,உலகளந்த
5446,கிராமத்தில
5447,அருள்புரிந்த
5448,பாசறையிலிருந்த
5449,பேசினாய
5450,அடையலாம
5451,மர்மர
5452,இளையபிராட்டியின
5453,ஆழ்வார்க்கடியானுடைய
5454,சமீபத்திலிருந்த
5455,வண்டுகளைப
5456,முனைக்குப
5457,பெயராலேய
5458,சகோதரர்கள
5459,இளந்தொந்தியில
5460,கட்டழகியுமான
5461,பிளவில
5462,பேசுவார்கள
5463,முழுதும
5464,பன்னெடுங
5465,தீர்த்துக
5466,நிழலாட்டத்தையும
5467,அவற்றுக்குப
5468,கால்களின
5469,தட்டியில
5470,மோக
5471,சந்தித்தேன
5472,வேண்டும்நந்தினியின
5473,வரமுடியாத
5474,பத்திரமாய
5475,ஞாபகப்படுத்திக
5476,வீரனைப
5477,கலியுக
5478,ஜுவால
5479,திண்டாடிய
5480,நந்தினிய
5481,தீர்த்தோம
5482,ஜனக
5483,மனிதனுக்கும
5484,பதிலாக
5485,கோலங்கள
5486,விடுகிறேன்கேள
5487,சண்டையிடுவீர்கள
5488,அசைந்த
5489,சக்கரவர்த்தியும
5490,காளிமாதாவின
5491,அன்னைய
5492,பாய்ச்சலாகப
5493,வேடிக்கையல்லவ
5494,திக்கற்ற
5495,விடுவாய
5496,சாக
5497,குழந்தைய
5498,சைவப
5499,வள்ளல்களாக
5500,அதுவானால
5501,இப்படிக
5502,திடும்பிரவேசமாக
5503,ஓட்டியத
5504,கொள்வதாகவும
5505,முடித்ததும
5506,இரத்தமும
5507,நடக்கிறோம
5508,நண்பர்கள
5509,பதிந்த
5510,வந்துவிடுவார்கள
5511,நிலவிற்ற
5512,இவ்வளவையும
5513,கண்டுபிடிக்க
5514,திருவையாற்றில
5515,இவரைத
5516,அப்படித்தான
5517,அப்பால
5518,மன்னனாயிருந்த
5519,எங்கெங்க
5520,சிறகடித்துக
5521,ஆண்டில
5522,ஜங்கார
5523,வைஷ்ணவனுக்க
5524,கூப்பிட்டனுப்பினேன
5525,உதவியிருந்தால
5526,உடன்பிறந்த
5527,நிரப்பும
5528,மாமல்லரையும
5529,பக்கத்த
5530,முருகப
5531,பழுவேட்டரையரைச
5532,நேற்றைக்க
5533,நடைபெறுகின்றன
5534,குலத்திலிருந்த
5535,எடுப்பத
5536,பட்டங்கட்ட
5537,எறியவும
5538,சாலையின
5539,வீட்டிலிருந்த
5540,இந்திர
5541,தருவதாகச
5542,குகைகளில
5543,கைப்பிடித்த
5544,கேட்டறியப
5545,நிறைவேற்றுவதற்காகச
5546,மகாராஜனாகப
5547,தேவதையும
5548,காவேரிப
5549,மனோதிடமும
5550,பரந்திருந்த
5551,பரந்த
5552,கொள்ளுகிறார
5553,வேணுமானால
5554,நாடுகளில
5555,மங்கலான
5556,வீரபாண்டியனுக்காக
5557,காலடியில
5558,தாழ்ந்த
5559,பாட்டனாருக்குத
5560,வைத்ததுபோல
5561,தொடங்கிவிட்டன
5562,தரிசனத்தைத
5563,கடல்களுக்க
5564,ஆசைப்படுகிறத
5565,பாடலில
5566,அற்பம
5567,சிரமபரிகாரம
5568,போட்டிருந்தவர்கள
5569,முகத்திலேய
5570,எறிய
5571,சமீபத்த
5572,கண்டால்தான
5573,நுழையப
5574,மாட்டீர்கள
5575,போயிருக்கக்கூடும
5576,பொரிகள
5577,மந்திரத்தால
5578,திருமலையப்பனுக்குப
5579,நன்றாய்ப
5580,களையாயிருந்தத
5581,பச்சையாக
5582,ஜிவ்வென்ற
5583,பாக்கியசாலியான
5584,திரும்பும்பட
5585,பெண்ணரசியாகவும
5586,விரும்புவார்கள
5587,கிடந்தார்கள
5588,நேரமாகிவிட்டத
5589,வண்ணப
5590,வஞ்சனாராயிருக்கலாம
5591,கேட்டுவிட்ட
5592,மக்களும
5593,மாதரசியின
5594,கூட்டமும
5595,எழுப்பிக
5596,செங்கல
5597,சென்றனகண்களில
5598,தொண்ணூற்றின
5599,கொடுத்தேன
5600,தோட்ட
5601,பேராகவும
5602,நன்றாய்த
5603,வருவான
5604,கதிகலங்கிப
5605,போனவர்கள
5606,பூலோகத்திலிருந்த
5607,தமிழன்ப
5608,தேவேந்திரனுக்கும
5609,மறந்த
5610,அருமைத
5611,வந்திருந்தவர்களில
5612,காழகத
5613,பொன்மாளிக
5614,அவளும
5615,போயிருப்பதாயும
5616,மூர்த்த
5617,இராஜாதித்தியரைப
5618,மலைப
5619,பூந்தோட்டத்தில
5620,கெடுத்துக
5621,கட்டள
5622,வரமாட்டார்கள
5623,நிரப்ப
5624,புத்திமதியின்படிய
5625,நிறுத்திவிட்ட
5626,கரியையும
5627,உதயமாகியிருந்தத
5628,பேசிய
5629,அன்னக்கூட்டம
5630,அநாவசியமாக
5631,பார்த்திபேந்திரனுக்குப
5632,சேகரிக்கச
5633,அஞ்சாதவர
5634,பெண்ணரசிகள
5635,கலியாணத்தைப
5636,பச்சையின
5637,கூட்டத்தினர
5638,கையின
5639,பெற்றவனாகிய
5640,பெருகச
5641,நிமிஷ
5642,கூடியவர
5643,விளங்கியவன
5644,வழியாக
5645,கவியும
5646,இன்னிச
5647,அரசர்களைக
5648,பொறுத்தத
5649,வானதிக்க
5650,பெறுவார்கள
5651,படையைக
5652,திசையைக
5653,வேகமாய்ச
5654,ஓடத்துறையில
5655,சகித்துக
5656,போயிருக்கின்றன
5657,பிறகும
5658,போர்கள
5659,தீர்மானத்தைக
5660,விவாதித்த
5661,தீர்மானத்துக்க
5662,கழ
5663,பரவலாக
5664,கேட்கக்கூடிய
5665,ஒளிப
5666,புழுத
5667,மல்கிய
5668,கட்டினாள
5669,ஆதாரமான
5670,கரையோரத்தில
5671,அறுசுவைச
5672,முன்னாலிருந்த
5673,சம்புவரையன
5674,முனையரையர
5675,ஓரிடத்தில
5676,பிரக்ஞையோட
5677,குழல
5678,தள்ளுத
5679,கூட்டமாயிருந்தத
5680,உயர்ந்த
5681,கொண்டிருந்தார்கள
5682,ஆகிவிட்டத
5683,தறுதலைப
5684,பேருதவ
5685,சிகிச்ச
5686,நிறுத்தியபோத
5687,வேலுடனும
5688,ஆதிமூலமான
5689,கோட்டைக்கருகில
5690,சொல்லியிருக்கிறார்கள
5691,மகாராஜாவிடம
5692,இரவின
5693,காணப்பட்டான
5694,அதிரும்படியாக
5695,பிரயாணக
5696,நாளாகப
5697,வாய்த்தத
5698,கடவுளைக
5699,முகத்தின
5700,காமக
5701,போர்முனைகளிலெல்லாம
5702,மானத்தையும
5703,வைஷ்ணவர்கள
5704,மேடையிலிருந்த
5705,தகட
5706,மூன்றையும
5707,வெளித்திரையில
5708,என்றேன
5709,பெருகிற்ற
5710,தோல்வியடைந்ததும
5711,ஒலிக்க
5712,இளவரசர
5713,வரவேற்போம
5714,சாட்சியம
5715,வழிகாட்டுவதற்க
5716,அந்தப்புர
5717,கேவலமாக
5718,இருட்டிவிட்டத
5719,கூடினோம
5720,வெட்டிக
5721,மகாராணிகளும
5722,நினைக்கிறாய
5723,போகவ
5724,அணுவும
5725,கூட்டமாய
5726,கூந்தல
5727,உறுமியத
5728,கருணைகூர்ந்த
5729,பிள்ளாய
5730,போகும்போத
5731,அவருக்குச
5732,பிரயாணத்த
5733,எவரேனும
5734,வசதிகள
5735,பட்டத்தரச
5736,செய்யும்பட
5737,சாஸ்திர
5738,அடர்த்தியாக
5739,சிலர
5740,வளர்பிறைச
5741,குடந்தைக்க
5742,வீதிப்புறத்தில
5743,அதிகாரந்தான
5744,பிறவியில
5745,போடாகப
5746,கவர்ந்திருந்தன
5747,உள்ளவன்தான
5748,இளையபிராட்டிய
5749,மனத்தைக
5750,கேட்டவளைத
5751,புண்கொண்ட
5752,அவரத
5753,திரும்பினேன
5754,பனித்துளிப
5755,புனைந்த
5756,குலத்தவன
5757,ஜயலக்ஷ்மியின
5758,முன்னைவிடச
5759,படிக்கட்டுகளில
5760,பயத்தினால
5761,அறியாத
5762,கொன்றுவிடுவேன
5763,பிடித்தாகிவிட்டத
5764,பேரிகையின
5765,வந்துவிட்டோம
5766,இருக்கிறதட
5767,அலைகளையும
5768,சண்டையும
5769,பெருங்கூட்டத்திலும
5770,சம்பந்தமும
5771,வந்தேன
5772,படகோட்டிகளில
5773,நாடுகள்தாம
5774,அல்லோலகல்லோலமாக
5775,வெளியட்டும
5776,நாலுபேர
5777,வேர்கள
5778,ஏறினோம
5779,அருவருப்போட
5780,சாத்தியிருந்த
5781,மண்ணுலகத்தில
5782,கொண்டிருக்கிறத
5783,பூந்தோட்டம
5784,அக்கடற்கழியில
5785,தெற்கேயும
5786,விக்கிக
5787,செய்திருக்கும
5788,மலரையொத்த
5789,தேஜஸ
5790,கூறினான
5791,படித்தார
5792,வானத்தையும
5793,மேன்மையைக
5794,வருவதைக
5795,கசந்த
5796,உறையுடன
5797,மிச்சமாகும
5798,பற்றித
5799,நடுநிச
5800,உளறுவான
5801,அடைந்ததற்குக
5802,பாதுகாக்க
5803,கொன்றபோத
5804,கொத்தாய
5805,சொல்லியிருக்க
5806,மேனியில
5807,நடக்கிறதைப
5808,முள
5809,ஜாக்கிரதையாகவ
5810,அப்பெண்கள
5811,சமமாக
5812,மதுராந்தகனுக்க
5813,மன்ன
5814,கம்பீரமாக
5815,போவாராட
5816,ஆசைக
5817,தோழன
5818,கருதாத
5819,அந்தரங்கப
5820,காவேரிக
5821,கொடியைக
5822,தைரியமாக
5823,குழப்பம
5824,போய்விடுங்கள
5825,நிகழ்ச்சிகளைச
5826,மாட்டின
5827,ஏற்படுவத
5828,திறன
5829,செய்தாக
5830,முன்போல
5831,தெய்வமாகிய
5832,கூச்சல்களையும
5833,இலக்கியம
5834,சொற்கள
5835,போய்விட்டார
5836,பலவந்தமாகப
5837,இளவரசனின
5838,நினைத்தீர்கள
5839,தமிழகத்துக்க
5840,அவனத
5841,கைப்பற்றினேன
5842,அளந்த
5843,சட்டென்ற
5844,அப்படிய
5845,எதிலேய
5846,மாட்டைத
5847,சொல்லுவார்கள
5848,கூடத
5849,நட்சத்திரம
5850,யோசிப்பதாகத
5851,சந்தித்தாலும
5852,வசித்தார்கள
5853,பாடப்பெற்ற
5854,ஈனஸ்வரத்தில
5855,இறகுகளைச
5856,படையின
5857,பக்காத
5858,உருவெடுத்த
5859,பேசினார்கள
5860,கவலையற்ற
5861,கொடுப்பார்களாம
5862,பார்க்கிறாள
5863,குறிப்பிட்டதால
5864,திருகுவத
5865,தரித்திருந்த
5866,வருகிறவர்கள
5867,பத்தினியும
5868,கணக்கற்ற
5869,பெற்றதாயிருந்தத
5870,பிராட்டியைப
5871,திருமலையிடம
5872,மௌனம
5873,ஏனட
5874,விழுந்த
5875,வந்திருக்கிறார்கள
5876,வந்ததும
5877,துணிந்தால
5878,ராஜர
5879,காரியம்அப்பன
5880,கொண்டுதான
5881,கொடுத்துக
5882,முணுமுணுத்தான
5883,நிறமுள்ள
5884,குலப
5885,யாரையாவத
5886,மலைநாட்டுக
5887,மனதிற்குள
5888,ராஜகுமாரன
5889,உபசாரமும
5890,ஆழ்வார்க்கடியாருடன
5891,கிளம்பினோம
5892,மழைக்கும
5893,ததும்ப
5894,வானதியைப
5895,விஜயாலய
5896,பிரம்மமயம
5897,அடியைக
5898,புதர்களில
5899,நந்தினிக்க
5900,அலட்சியத்துடன
5901,புத்திமத
5902,மடாலயத்துக்க
5903,மானிடர
5904,அற்புதக
5905,வாழ்த்தொலிகளும
5906,எட்டெழுத்துப
5907,பிரமைய
5908,அதைவிட்ட
5909,நாக
5910,வீடும
5911,தெரிந்துவிட்டத
5912,உடுத்தினார்கள
5913,நடுப
5914,தீய
5915,படபடவென்ற
5916,சிங்காதனத்துக்க
5917,வசிப்பதற்குப
5918,ஏவலாளர்கள
5919,தங்குவதாயிருந்தால
5920,ஆற்றங்கரையின
5921,வகைத
5922,தொல்லையையும
5923,மாப்பிள்ளையாக்கத
5924,மகிழ்ந்தேன
5925,பேரரசர்களின
5926,தாண்டுவதில்ல
5927,அறுபத
5928,வடபெண்ணைக
5929,எதிரெதிர
5930,சாஸ்திரத்தில
5931,திகைத்துப
5932,திருப்பெயரால
5933,காட்டாமல
5934,முடியவில்ல
5935,கிராமங்களிலும
5936,இரவுதான
5937,மதுவைத
5938,வீணைய
5939,செருக்கிக
5940,பயந்தேன
5941,சம்மதித்திருக்கும
5942,கலியாணச
5943,மழைக
5944,குடிகொண்டிருந்தத
5945,சிரமப்பட
5946,மிதந்தன
5947,கால்கள
5948,பூவைக
5949,புலமையையும
5950,தினகரனுடைய
5951,சுளுந்தைக
5952,காந்த
5953,என்பதைக
5954,பட்டபோத
5955,வாசற்படியைக
5956,சித்தமாயிருக்கிறேன
5957,அழகிகள
5958,பிள்ளைகளையும
5959,இப்புலவர்களைப
5960,சிக்கிக
5961,சோழர்களுடைய
5962,வாங்க
5963,நிலைப்படுத்திக
5964,முன்னொர
5965,அனுப்பித
5966,பேராகப
5967,காரணங்களைக
5968,எங்களுடைய
5969,அமைத்தவன
5970,தேசங்களிலேயிருந்தெல்லாம்கூட
5971,சத்தியமாகச
5972,சிறப்புக்களையும
5973,நாழிகைக
5974,மனத்துக்க
5975,குண்ட
5976,சந்தேகமிருந்தால
5977,குளத்தில
5978,நீட்டியவாற
5979,தஞ்சைக்குக
5980,அசகாய
5981,அனுபவம
5982,உறைவாளிடம
5983,வரண்ட
5984,தாழம்ப
5985,திரும்பிச
